編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態,id,Response_Address,Response_X,Response_Y,lng,lat
1543,387000000A,66000,66000000,西屯區,建物,臺中市西屯區甘肅路二段２７號５樓之２,0.0,住,,,11010,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870421.0,23,37.55,0,0,0,無,有,7000,186.0,,0.0,0,社宅案件,5(揭露且明細顯示備註),18300,臺中市西屯區大河里19鄰甘肅路二段27號,215011.915,2673972.913,120.65565397298461,24.170717966834633
1544,387000000A,66000,66000000,西屯區,建物,臺中市西屯區甘肅路二段２７號４樓之２,0.0,住,,,11011,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870421.0,24,37.55,0,0,0,無,有,7000,186.0,,0.0,0,社宅案件,5(揭露且明細顯示備註),18301,臺中市西屯區大河里19鄰甘肅路二段27號,215011.915,2673972.913,120.65565397298461,24.170717966834633
1545,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區台灣大道二段７１６號三樓之１,38.13,住,,,11001,三層,19.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070619.0,3,274.26,3,2,2,有,有,51200,187.0,坡道平面,59.5,0,含管理費、稅金或水電等費用。;,2(資料揭露),18302,臺中市西屯區何厝里1鄰臺灣大道二段716號,215006.842,2672783.801,120.65563284094932,24.159981101152344
1546,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段２４９之９巷８號九樓之２,10.66,商,,,11010,九層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840215.0,27,106.49,3,1,2,有,有,20000,188.0,,0.0,0,社會住宅包租代管公會版,5(揭露且明細顯示備註),18303,臺中市西屯區上石里15鄰西屯路二段249之9巷8號,214098.467,2673972.813,120.64666412722151,24.17069650255927
1547,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區國安一路１６０號十三樓之２,4.52,住,,,11010,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960522.0,14,36.2,1,0,1,有,有,6800,188.0,,0.0,0,社會住宅包租代管公會版,5(揭露且明細顯示備註),18304,臺中市西屯區永安里41鄰國安一路160號,210631.429,2676320.257,120.61247879274136,24.19180907891784
1548,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西屯路三段１６６之１００號八樓之１０,0.0,住,,,11007,八層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031119.0,7,175.3,3,2,2,有,有,33000,188.0,坡道平面,39.74,0,租金含管理費。,5(揭露且明細顯示備註),18305,臺中市西屯區永安里46鄰西屯路三段166之100號,210353.383,2676306.967,120.6097422849963,24.191682098696834
1549,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段上石南八巷２３號,22.09,住,,,11010,一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871103.0,23,108.23,3,2,2,有,有,20300,188.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18306,臺中市西屯區上石里7鄰西屯路二段上石南八巷23號,213796.738,2674422.963,120.64368333203858,24.174754088257938
1550,387000000A,66000,66000000,西屯區,建物,臺中市西屯區大河街８２號,0.0,工,,,11001,見其他登記事項,2.0,廠辦,見其他登記事項,見其他登記事項,900427.0,20,850.21,2,2,2,有,無,160000,188.0,,0.0,0,籌備期期間租金減半收取。作工廠與辦公室使用。,5(揭露且明細顯示備註),18307,臺中市西屯區大河里15鄰大河街82號,215387.303,2674435.174,120.65933734181745,24.174900116517314
1551,387000000A,66000,66000000,西屯區,建物,臺中市西屯區上石路１８１巷２７號十二樓之２,0.0,商,,,11004,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961012.0,13,106.1,2,2,1,有,有,20000,189.0,,0.0,0,租金含管理費。,5(揭露且明細顯示備註),18308,臺中市西屯區上石里23鄰上石路181巷27號,213953.375,2674019.46,120.645235017528,24.171114373045945
1552,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段１２６巷１９號２樓之４,7.21,住,,,11007,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800622.0,30,43.81,1,1,1,有,無,8300,189.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18309,臺中市西屯區何仁里21鄰西屯路二段126巷19號,214684.185,2673613.355,120.65243735219225,24.167464125382548
1553,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區青海路二段２８６號４樓之１０,16.91,住,,,11008,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840420.0,26,38.09,1,0,1,有,有,7200,189.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,2(資料揭露),18310,臺中市西屯區上石里9鄰青海路二段286號,213640.13,2674234.492,120.64214674588443,24.173048737566646
1554,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福瑞街７５巷１１號１０樓之３,8.83,住,,,11009,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830825.0,27,105.06,3,2,2,有,有,20000,190.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18311,臺中市西屯區福瑞里14鄰福瑞街75巷11號,209955.325,2675923.787,120.60583474344406,24.18821223066352
1555,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區四川路８７巷８２號３樓之８,4.93,其他,,,11006,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861121.0,24,35.77,1,0,1,有,有,6800,190.0,,0.0,0,包租代管案件租金市價打9折。因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費、車位租金，管理費、停車位費用為承租人另行支付 。,5(揭露且明細顯示備註),18312,臺中市西屯區何厝里6鄰四川路87巷82號,214976.883,2672992.723,120.65533295680453,24.16186683900833
1556,387000000A,66000,66000000,西屯區,建物,臺中市西屯區市政北一路２６９號十一樓之６,0.0,其他,,,11001,十一層,28.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951113.0,14,142.02,3,2,2,有,有,27000,190.0,坡道平面,32.11,0,,2(資料揭露),18313,臺中市西屯區惠來里6鄰市政北一路269號,213267.581,2672863.277,120.63851503900099,24.160659114598513
1557,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區漢口路二段１３８號１１樓,41.42,住,,,11002,十一層,12.0,辦公商業大樓,商業用,鋼筋混凝土造,780301.0,32,342.74,0,0,0,無,有,65000,190.0,,0.0,0,,2(資料揭露),18314,臺中市西屯區何福里5鄰漢口路二段138號,215739.959,2673398.046,120.66283277553688,24.16554337318228
1558,387000000A,66000,66000000,西屯區,建物,臺中市西屯區上石路１７１號十四樓之５,0.0,商,,,11005,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850509.0,25,83.61,2,2,1,有,有,16000,191.0,坡道機械,0.0,0,車位面積無法分算。租金含管理費。,5(揭露且明細顯示備註),18315,臺中市西屯區上石里18鄰上石路171號,214018.972,2673940.47,120.64588257016463,24.170402656560594
1559,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路２３３巷９號十一樓之３,27.34,住,,,11008,十一層,12.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,850923.0,25,130.41,3,2,2,有,有,21000,192.0,坡道平面,26.45,1000,社會住宅包租代管公會版,5(揭露且明細顯示備註),18316,臺中市西屯區永安里22鄰國安一路233巷9號,210224.663,2676403.075,120.60847261578328,24.19254662191241
1560,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區至善路１０１巷２３號３樓之５,4.23,住,,,11008,三層,7.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,950711.0,15,31.02,1,0,1,有,有,6000,193.0,,0.0,0,,2(資料揭露),18317,臺中市西屯區至善里7鄰至善路101巷23號,213557.859,2674534.632,120.6413294757452,24.175756857997815
1561,387000000A,66000,66000000,西屯區,建物,臺中市西屯區漢口路二段２２３號,0.0,住,,,11006,二層,8.0,套房(1房1廳1衛),人行道、店舖、住宅,鋼筋混凝土造,851101.0,25,70.1,1,1,1,有,有,13500,193.0,,0.0,0,部分承租，公設面積無法分算。租金含管理費。,5(揭露且明細顯示備註),18318,臺中市西屯區何源里3鄰漢口路二段223號,215886.929,2673513.577,120.66427642123921,24.166589718786156
1562,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福星路１９６號,0.0,住,,,11002,見其他登記事項,14.0,店面(店鋪),住商用,鋼筋混凝土造,801120.0,29,181.39,3,2,3,有,有,35000,193.0,,0.0,0,含增建或未登記建物。;租期內含免租裝潢期。,5(揭露且明細顯示備註),18319,臺中市西屯區西平里10鄰福星路196號,213788.418,2675241.37,120.64358092421065,24.182143450927185
1563,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區永福路１３０號９樓之５,4.67,住,,,11004,九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850527.0,25,51.93,1,0,1,有,有,10000,193.0,,0.0,0,,2(資料揭露),18320,臺中市西屯區福雅里18鄰永福路130號,211610.415,2675523.833,120.62213637679761,24.184642235644837
1564,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路３３６號５樓之２,59.48,住,,,11003,五層,23.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021209.0,7,371.09,3,2,3,有,有,71680,193.0,坡道平面,72.82,0,,2(資料揭露),18321,臺中市西屯區潮洋里7鄰市政北二路336號,212954.336,2673343.069,120.63542013498031,24.164983918823154
1565,387000000A,66000,66000000,西屯區,建物,臺中市西屯區市政北一路２６９號十四樓之８,0.0,其他,,,10912,十四層,28.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951113.0,14,111.2,1,2,1,有,有,21500,193.0,坡道平面,32.11,0,,2(資料揭露),18322,臺中市西屯區惠來里6鄰市政北一路269號,213267.581,2672863.277,120.63851503900099,24.160659114598513
1566,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段２５６巷６號１０樓之８,8.27,商,,,11001,十層,22.0,辦公商業大樓,見其他登記事項,見其他登記事項,820507.0,28,123.57,0,0,0,無,有,24000,194.0,,0.0,0,,2(資料揭露),18323,臺中市西屯區逢甲里2鄰西屯路二段256巷6號,214171.948,2673989.754,120.64738688200745,24.17085113994509
1567,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北五路２７０號２３樓之５,23.29,住,,,11004,三十五層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891117.0,20,250.14,4,2,3,有,有,48600,194.0,坡道平面,17.24,0,,2(資料揭露),18324,臺中市西屯區惠來里17鄰市政北五路270號,213621.696,2673093.237,120.64199405528424,24.162743688694512
1568,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福聯街１５巷９號４樓之５３,0.0,住,,,11006,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908.0,27,20.64,1,0,1,有,無,4000,194.0,,0.0,0,住宅及都市更新中心110年社會住宅包租代管第三期計畫,5(揭露且明細顯示備註),18325,臺中市西屯區福聯里9鄰福聯街15巷9號,210100.519,2675568.078,120.6072737143719,24.18500417128235
1569,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福聯街１５巷９號六樓之４７,3.84,住,,,11008,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908.0,27,20.64,1,0,1,有,有,4000,194.0,,0.0,0,社會住宅包租代管公會版,5(揭露且明細顯示備註),18326,臺中市西屯區福聯里9鄰福聯街15巷9號,210100.519,2675568.078,120.6072737143719,24.18500417128235
1570,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區寶慶街３０巷９號８樓之５,2.84,商,,,11008,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830509.0,27,31.0,1,0,1,有,有,6000,194.0,,0.0,0,,2(資料揭露),18327,臺中市西屯區逢甲里4鄰寶慶街30巷9號,214226.85,2674106.614,120.64792431561533,24.17190754104254
1571,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福聯街７２號四樓之４３,5.84,住,,,11009,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830604.0,27,33.42,1,0,1,有,有,6500,194.0,,0.0,0,社會住宅包租代管公會版,5(揭露且明細顯示備註),18328,臺中市西屯區福聯里14鄰福聯街72號,210207.41,2675704.651,120.6083220468134,24.18624001562838
1572,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福聯街１５巷９號４樓之５３,0.0,住,,,11009,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908.0,27,20.64,1,0,1,有,無,4000,194.0,,0.0,0,110年度台中市政府包租代管計畫,5(揭露且明細顯示備註),18329,臺中市西屯區福聯里9鄰福聯街15巷9號,210100.519,2675568.078,120.6072737143719,24.18500417128235
1573,387000000A,66000,66000000,西屯區,建物,臺中市西屯區甘肅路一段８號５樓之７,0.0,住,,,11010,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860203.0,25,54.15,1,1,1,有,有,10500,194.0,,0.0,0,社宅案件,5(揭露且明細顯示備註),18330,臺中市西屯區何德里20鄰甘肅路一段8號,215498.478,2673312.742,120.66045833032402,24.164767873050543
1574,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區至善路２４２號１０樓之１０,3.7,住,,,11010,十層,14.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,870428.0,23,40.94,1,0,1,有,有,8000,195.0,,0.0,0,此為社會住宅包租代管,5(揭露且明細顯示備註),18331,臺中市西屯區西平里12鄰至善路242號,213784.858,2674788.901,120.64355723320595,24.178057940396602
1575,387000000A,66000,66000000,西屯區,建物,臺中市西屯區河南路二段４０之８號１６樓之１５,0.0,住,,,11005,十六層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830406.0,27,81.85,2,2,1,有,無,16000,195.0,,0.0,0,108年度台中市政府包租代管計畫,5(揭露且明細顯示備註),18332,臺中市西屯區大河里6鄰河南路二段40之8號,215529.833,2674296.742,120.66074342500964,24.173653311568657
1576,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區上安路１０１巷１號１３樓之２,5.53,商,,,11004,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870603.0,23,76.77,2,1,1,有,無,15000,195.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18333,臺中市西屯區上安里5鄰上安路101巷1號,213384.47,2674035.453,120.63963562816818,24.17124565072563
1577,387000000A,66000,66000000,西屯區,建物,臺中市西屯區上明一街７４號,0.0,住,,,11003,見其他登記事項,16.0,店面(店鋪),住商用,鋼筋混凝土造,830628.0,27,120.42,0,2,2,有,有,23500,195.0,,0.0,0,含增建或未登記建物。;租金含管理費。,5(揭露且明細顯示備註),18334,臺中市西屯區上安里17鄰上明一街74號,213450.26,2674109.674,120.64028123529982,24.171917335235772
1578,387000000A,66000,66000000,西屯區,建物,臺中市西屯區上安路１０１巷１號１３樓之２,0.0,其他,,,11001,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870603.0,23,76.77,2,1,1,有,無,15000,195.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18335,臺中市西屯區上安里5鄰上安路101巷1號,213384.47,2674035.453,120.63963562816818,24.17124565072563
1579,387000000A,66000,66000000,西屯區,建物,臺中市西屯區逢明街２９巷３６號１０樓之１,0.0,,,,11003,十層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830629.0,27,86.94,2,2,1,有,無,17000,196.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18336,臺中市西屯區西安里22鄰逢明街29巷36號,213370.981,2674552.253,120.63948976819745,24.175911624357113
1580,387000000A,66000,66000000,西屯區,建物,臺中市西屯區大有東街１６之４號,0.0,住,,,11005,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710428.0,39,91.91,3,2,1,有,無,18000,196.0,,0.0,0,,2(資料揭露),18337,臺中市西屯區何明里2鄰大有東街16之4號,215261.402,2672734.279,120.65813911734003,24.15953958935466
1581,387000000A,66000,66000000,西屯區,建物,臺中市西屯區河南東三街４０號,0.0,住,,,11007,一層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790330.0,31,91.86,3,2,2,有,無,18000,196.0,,0.0,0,含增建或未登記建物。;,2(資料揭露),18338,臺中市西屯區何源里23鄰河南東三街40號,215826.084,2673754.52,120.66367192495335,24.168763928058944
1582,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段５２８號１３樓,22.0,住,,,11009,十三層,14.0,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,870108.0,24,194.06,0,0,0,無,無,38099,196.0,坡道機械,14.92,0,,2(資料揭露),18339,臺中市西屯區上安里1鄰臺灣大道三段528號,213501.728,2673749.663,120.64079686544905,24.168667918146234
1583,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路二段５９８號七樓之１、七樓之２,424.61,住,,,11011,七層,14.0,辦公商業大樓,辦公室,鋼筋混凝土造,860416.0,25,495.81,2,0,0,有,有,97000,196.0,,0.0,0,"所有權人持有多戶,土地無法分算",2(資料揭露),18340,臺中市西屯區何成里28鄰文心路二段598號,214286.527,2672852.637,120.6485426339444,24.16058647235845
1584,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區漢口路二段２８號&１３０號,41.26,住,,,11005,見其他登記事項,13.0,店面(店鋪),住商用,鋼筋混凝土造,840128.0,26,341.53,0,2,2,有,有,67000,196.0,,0.0,0,110年5月至110年7月31日為裝修期,2(資料揭露),18341,臺中市西屯區何明里14鄰漢口路二段28號,215268.184,2673139.078,120.65819613072019,24.163194760700495
1585,387000000A,66000,66000000,西屯區,建物,臺中市西屯區工業區一路６巷１８號九樓之２,0.0,住,,,11011,九層,18.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100423.0,1,265.68,4,2,3,有,無,53000,199.0,坡道平面,54.14,0,,2(資料揭露),18342,臺中市西屯區福恩里15鄰工業區一路6巷18號,210783.34,2675148.356,120.61400592894994,24.18123160083949
1586,387000000A,66000,66000000,西屯區,建物,臺中市西屯區逢甲路２２５巷１１號,0.0,住,,,11007,見其他登記事項,14.0,店面(店鋪),辦公室、店舖,鋼筋混凝土造,880506.0,22,191.4,0,2,2,有,有,38000,199.0,,0.0,0,租金含管理費。,5(揭露且明細顯示備註),18343,臺中市西屯區至善里5鄰逢甲路225巷11號,213589.439,2674612.532,120.64163832346166,24.17646096283726
1587,387000000A,66000,66000000,西屯區,建物,臺中市西屯區臺灣大道三段６９９號五樓之１０,0.0,商,,,11004,五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980914.0,12,100.51,2,2,1,有,有,20000,199.0,坡道機械,10.8,0,,2(資料揭露),18344,臺中市西屯區潮洋里11鄰臺灣大道三段699號,212931.253,2674073.879,120.63517422091414,24.1715820022887
1588,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福科路５２６巷２號十樓之６,0.0,住,,,11001,十層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071112.0,2,128.09,2,2,1,有,有,25500,199.0,坡道平面,37.41,0,租金含管理費。,5(揭露且明細顯示備註),18345,臺中市西屯區福林里12鄰福科路526巷2號,210936.551,2675760.009,120.61549734666534,24.186758121786426
1589,387000000A,66000,66000000,西屯區,建物,臺中市西屯區文心路三段６之６號十一樓之２,0.0,商,,,11006,十一層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813.0,12,132.45,2,2,2,有,有,26500,200.0,坡道平面,37.8,0,租金含管理費。,5(揭露且明細顯示備註),18346,臺中市西屯區何安里19鄰文心路三段6之6號,214508.655,2673140.168,120.65072151000604,24.16318767250574
1590,387000000A,66000,66000000,西屯區,建物,臺中市西屯區工業區一路２巷３號十一樓之３,0.0,住,,,11008,十一層,14.0,辦公商業大樓,商業用,鋼筋混凝土造,801227.0,30,189.61,4,0,0,有,有,38000,200.0,坡道平面,16.11,0,所有權人有兩個車位僅出租一個車位，已扣除一個車位面積。,5(揭露且明細顯示備註),18347,臺中市西屯區福恩里16鄰工業區一路2巷3號,210809.328,2675273.342,120.6142583213678,24.182360766519324
1591,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路三段６-６號２樓之３,9.49,商,,,11008,二層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813.0,12,94.64,2,1,2,有,有,19000,201.0,,0.0,0,社會住宅,2(資料揭露),18348,臺中市西屯區何安里19鄰文心路三段6之6號,214508.655,2673140.168,120.65072151000604,24.16318767250574
1592,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路三段６號８樓之３,7.2,商,,,11004,八層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813.0,12,71.82,1,0,0,無,有,14400,201.0,,0.0,0,社會住宅,5(揭露且明細顯示備註),18349,臺中市西屯區何安里19鄰文心路三段6號,214503.564,2673160.529,120.65067090894851,24.16337140167718
1593,387000000A,66000,66000000,西屯區,建物,臺中市西屯區何厝街３７巷１３號五樓之２,0.0,商,,,11010,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010710.0,9,109.41,2,2,1,有,有,22000,201.0,坡道平面,29.7,0,租金含管理費。,5(揭露且明細顯示備註),18350,臺中市西屯區何安里1鄰何厝街37巷13號,214817.996,2672995.228,120.65376929048588,24.161885916715494
1594,387000000A,66000,66000000,西屯區,建物,臺中市西屯區甘肅路二段２７號４樓之５,0.0,住,,,11010,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870421.0,23,38.56,0,0,0,無,有,7800,202.0,,0.0,0,社宅案件,5(揭露且明細顯示備註),18351,臺中市西屯區大河里19鄰甘肅路二段27號,215011.915,2673972.913,120.65565397298461,24.170717966834633
1595,387000000A,66000,66000000,西屯區,建物,臺中市西屯區環中路三段６３號二十樓之２,0.0,商,,,11005,二十層,27.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060524.0,4,158.56,3,2,2,有,有,32000,202.0,坡道平面,31.72,0,租金含管理費。,5(揭露且明細顯示備註),18352,臺中市西屯區潮洋里15鄰環中路三段63號,212766.428,2674050.015,120.63355267568592,24.171362640780487
1596,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路二段５６６之１６號二十樓之２,6.67,住,,,10912,二十層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941110.0,15,99.14,2,1,1,有,有,20000,202.0,,0.0,0,,2(資料揭露),18353,臺中市西屯區何成里38鄰文心路二段566之16號,214143.845,2672551.342,120.64714599023723,24.157862773026462
1597,387000000A,66000,66000000,西屯區,建物,臺中市西屯區安和一街３７號,264.39,住,,,11003,全,5.0,透天厝,見其他登記事項,鋼筋混凝土造,1030403.0,7,296.49,5,3,6,有,無,60000,202.0,,0.0,0,"租賃期限自民國1100401起至民國1120403止(自1100401起至1100430為裝潢期免收租金,惟水電費、管理費等乙方自行負擔,自1100501開始收租。租金每月新台幣6萬元整,保證金新台幣12萬元整,本保證金不得抵付租金",5(揭露且明細顯示備註),18354,臺中市西屯區協和里11鄰安和一街37號,211710.19,2674416.194,120.62314780384172,24.174643605765077
1598,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路三段１５１之８號二樓,17.91,住,,,11002,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690627.0,41,66.58,3,2,2,有,無,13500,203.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18355,臺中市西屯區福雅里23鄰西屯路三段151之8號,211617.665,2675685.541,120.6222034366302,24.18610250025696
1599,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福科路３９７巷６號十三樓,0.0,住,,,11007,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820817.0,28,122.83,3,2,2,有,有,25000,204.0,,0.0,0,租金含管理費。,5(揭露且明細顯示備註),18356,臺中市西屯區福雅里12鄰福科路397巷6號,211536.771,2675369.648,120.6214156290096,24.183248275832927
1600,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心ㄧ路３９６號,115.0,住,,,11009,全,4.0,透天厝,住宅、樓梯間、人行道、店舖,鋼筋混凝土造,990416.0,11,342.92,4,4,6,有,無,70000,204.0,,0.0,0,,2(資料揭露),18357,臺中市西屯區惠來里40鄰文心一路198號,213178.34,2672210.359,120.63765345889789,24.15476169707902
1601,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西安街１３０巷１０號５樓之２６,4.79,住,,,11011,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830328.0,28,24.53,1,0,1,有,有,5000,204.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18358,臺中市西屯區西平里1鄰西安街130巷10號,213796.488,2675114.024,120.64366354665624,24.180993805552436
1602,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福瑞街６６巷８號３樓之５,5.04,住,,,11010,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830318.0,28,24.35,1,0,1,有,有,5000,205.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18359,臺中市西屯區福聯里5鄰福瑞街66巷8號,210015.549,2675736.032,120.6064327269094,24.186518495549777
1603,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福科路５２６巷３號十樓之８,0.0,住,,,11008,十層,14.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090831.0,1,127.09,2,2,2,有,有,26000,205.0,坡道平面,33.46,0,,2(資料揭露),18360,臺中市西屯區福林里12鄰福科路526巷3號,210906.288,2675805.075,120.61519825173393,24.187164277988202
1604,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區至善路２４２號５樓之１０,3.7,住,,,11007,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870428.0,23,40.94,1,1,1,有,無,8400,205.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),18361,臺中市西屯區西平里12鄰至善路242號,213784.858,2674788.901,120.64355723320595,24.178057940396602
1605,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區臺灣大道二段７７７巷１弄１ 之３號,32.8,商,,,11004,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700401.0,40,96.82,4,2,2,有,無,19800,205.0,,0.0,0,,2(資料揭露),18362,臺中市西屯區何南里23鄰臺灣大道二段777巷1弄1之3號,214845.704,2672740.449,120.65404816106947,24.15958607883118
